TransactionID,CustomerID,TransactionAmount,TransactionType,Merchant,TransactionTime,Location,DeviceType,PreviousTransactions,AccountBalance,IsInternational,Fraud
TXN100581,CUST1424,1401.33,Debit,Uber,2025-11-13 18:42:00,Delhi,Mobile,7,52243.04,No,0
TXN100582,CUST1308,2103.24,Credit,Swiggy,2025-03-08 00:41:00,Hyderabad,Mobile,5,13866.43,No,0
TXN100583,CUST1144,2194.72,Debit,Apple,2025-09-25 06:25:00,Hyderabad,Mobile,8,17463.21,No,0
TXN100584,CUST1269,3714.53,Debit,Myntra,2025-02-25 15:02:00,Bengaluru,Mobile,5,56255.46,Yes,0
TXN100585,CUST1370,773.49,Debit,Other,2025-04-19 17:30:00,Kolkata,,8,14573.58,No,0
TXN100586,CUST1124,610.75,Credit,Zomato,2025-02-17 00:15:00,Mumbai,Mobile,5,125551.93,No,0
TXN100587,CUST1106,2843.52,Credit,Myntra,2025-10-27 09:16:00,London,Mobile,10,30999.53,No,0
TXN100588,CUST1158,625.11,Credit,Flipkart,2025-12-29 05:28:00,Kolkata,Web,6,21706.59,No,0
TXN100589,CUST1147,885.75,Debit,Amazon,2025-03-23 09:55:00,Kochi,Mobile,9,100368.08,No,0
TXN100590,CUST1145,634.21,Debit,Amazon,2025-11-03 04:37:00,Hyderabad,Web,7,13440.98,No,0
TXN100591,CUST1120,5991.42,Debit,Apple,2025-01-14 05:13:00,Chennai,Mobile,3,108805.87,No,0
TXN100592,CUST1319,1968.21,Debit,Myntra,2025-12-25 14:49:00,Mumbai,Mobile,6,14231.54,No,0
TXN100593,CUST1275,352.65,Debit,Swiggy,2025-05-16 01:49:00,Hyderabad,Mobile,7,76467.12,No,0
TXN100594,CUST1092,1095.15,Debit,ATM,2025-09-20 09:49:00,Bengaluru,Mobile,9,120367.78,No,0
TXN100595,CUST1058,1644.6,Debit,Apple,2025-04-11 16:56:00,London,Mobile,6,27501.98,No,0
TXN100596,CUST1439,356.74,Credit,Other,2025-07-15 20:17:00,Mumbai,Mobile,8,27436.31,No,0
TXN100597,CUST1346,1562.91,Debit,Uber,2025-03-04 03:04:00,Bengaluru,ATM,8,24009.15,No,0
TXN100598,CUST1229,943.03,Debit,Apple,2025-03-23 11:22:00,Bengaluru,ATM,7,16540.62,No,0
TXN100599,CUST1474,322.09,Debit,Apple,2025-11-07 19:17:00,Hyderabad,Mobile,10,31684.96,No,0
TXN100600,CUST1117,285.17,Credit,Zomato,2025-10-17 13:38:00,London,Web,15,58691.91,No,1
TXN100601,CUST1318,4310.63,Credit,Local Store,2025-12-30 19:26:00,Bengaluru,Mobile,8,46212.04,No,0
TXN100602,CUST1279,474.01,Credit,Flipkart,2025-06-12 22:27:00,Hyderabad,Mobile,9,43541.96,Yes,0
TXN100603,CUST1127,3004.96,Credit,Zomato,2025-03-21 19:14:00,Kolkata,Web,5,17152.07,No,0
TXN100604,CUST1393,2114.71,Debit,Amazon,2025-03-14 03:32:00,Hyderabad,Mobile,2,13250.14,No,0
TXN100605,CUST1396,587.94,Debit,Amazon,2025-07-03 10:47:00,Bengaluru,Mobile,3,111957.93,No,0
TXN100606,CUST1129,1806.18,Debit,ATM,2025-05-13 13:08:00,Chennai,Mobile,5,10924.52,No,0
TXN100607,CUST1058,1522.61,Debit,Walmart,2025-02-25 14:33:00,Hyderabad,Mobile,9,26531.78,No,0
TXN100608,CUST1122,2715.29,Debit,Walmart,2025-03-14 08:35:00,Chennai,Mobile,7,52272.82,No,0
TXN100609,CUST1001,1306.09,Debit,ATM,2025-01-24 12:08:00,Chennai,Mobile,5,93045.91,No,0
TXN100610,CUST1239,786.88,Credit,Swiggy,2025-07-21 07:50:00,Kochi,Mobile,10,30214.68,No,0
TXN100611,CUST1290,4120.43,Credit,Amazon,2025-02-17 06:59:00,Chennai,Mobile,14,36525.5,No,0
TXN100612,CUST1096,2277.82,Credit,Local Store,2025-10-26 02:36:00,Pune,Web,6,20860.15,No,0
TXN100613,CUST1126,576.35,Credit,Zomato,2025-02-18 00:02:00,Kochi,Mobile,9,108893.07,No,0
TXN100614,CUST1118,919.27,Debit,Uber,2025-10-17 04:41:00,Delhi,Web,8,83218.49,Yes,0
TXN100615,CUST1048,4022.73,Debit,Local Store,2025-07-06 15:47:00,Hyderabad,Web,4,14039.8,No,0
TXN100616,CUST1089,4908.35,Debit,Other,2025-12-04 16:35:00,Chennai,Web,5,48641.21,No,0
TXN100617,CUST1488,917.62,Debit,ATM,2025-07-27 13:11:00,Pune,Web,9,27255.21,No,0
TXN100618,CUST1237,1785.67,Credit,Walmart,2025-03-17 17:59:00,Delhi,Mobile,8,37581.92,Yes,0
TXN100619,CUST1373,1573.23,Debit,Myntra,2025-01-12 03:09:00,Kolkata,Mobile,12,16301.07,No,0
TXN100620,CUST1385,364.93,Credit,Local Store,2025-06-21 01:53:00,Chennai,Mobile,6,6865.67,Yes,0
TXN100621,CUST1272,1825.83,Debit,ATM,2025-10-10 22:42:00,Dubai,ATM,12,12946.06,No,0
TXN100622,CUST1189,127.45,Debit,Local Store,2025-05-16 05:18:00,Chennai,Web,6,19600.23,No,0
TXN100623,CUST1487,2723.63,Debit,Other,2025-10-21 00:27:00,Hyderabad,Mobile,9,20453.68,No,0
TXN100624,CUST1192,1846.1,Debit,Local Store,2025-09-16 01:22:00,Mumbai,Mobile,4,5127.54,Yes,0
TXN100625,CUST1447,53.21,Debit,Local Store,2025-02-17 20:46:00,Chennai,ATM,8,37554.94,No,0
TXN100626,CUST1069,417.86,Debit,Local Store,2025-08-09 14:10:00,Mumbai,Mobile,12,10331.45,No,0
TXN100627,CUST1278,188.42,Credit,Walmart,2025-11-04 15:51:00,Pune,Mobile,5,28871.34,Yes,0
TXN100628,CUST1349,393.35,Debit,Amazon,2025-01-30 05:32:00,Kochi,Mobile,5,12235.35,No,0
TXN100629,CUST1247,1253.52,Debit,Apple,2025-08-14 11:23:00,Dubai,ATM,13,7770.01,No,0
TXN100630,CUST1451,6262.12,Debit,Local Store,2025-04-17 04:09:00,Mumbai,Mobile,5,28643.25,No,0
TXN100631,CUST1076,1838.87,Debit,Local Store,2025-05-02 12:46:00,Kolkata,Mobile,5,25581.36,No,0
TXN100632,CUST1154,750.05,Credit,Flipkart,2025-04-09 03:30:00,Chennai,Web,7,31916.89,No,0
TXN100633,CUST1144,2247.2,Debit,Amazon,2025-02-10 02:55:00,Mumbai,Mobile,8,98436.67,No,0
TXN100634,CUST1435,2038.4,Credit,Apple,2025-07-05 20:13:00,Chennai,ATM,4,50630.47,No,0
TXN100635,CUST1485,4659.4,Debit,Uber,2025-07-22 01:58:00,Hyderabad,Mobile,5,130381.88,No,0
TXN100636,CUST1086,2534.05,Credit,Uber,2025-02-22 22:56:00,Hyderabad,Mobile,4,23616.69,No,0
TXN100637,CUST1185,1102.78,Debit,Myntra,2025-09-08 21:18:00,Mumbai,ATM,7,17304.98,No,0
TXN100638,CUST1285,243.17,Debit,ATM,2025-05-06 22:40:00,Delhi,ATM,7,41940.23,No,0
TXN100639,CUST1462,4228.73,Debit,Google,2025-08-29 21:14:00,Dubai,Mobile,17,119824.19,No,0
TXN100640,CUST1220,968.63,Debit,Zomato,2025-10-18 11:07:00,Mumbai,Mobile,7,12846.17,No,0
TXN100641,CUST1069,450.96,Debit,Flipkart,2025-07-21 01:30:00,London,Web,6,84975.54,No,0
TXN100642,CUST1047,150.77,Debit,Amazon,2025-06-18 11:54:00,Pune,Mobile,9,42460.35,No,1
TXN100643,CUST1497,347.39,Debit,,2025-01-24 11:07:00,Delhi,ATM,7,21355.54,No,0
TXN100644,CUST1094,1639.86,Debit,Google,2025-11-11 14:08:00,Kolkata,ATM,7,91808.79,No,0
TXN100645,CUST1238,742.91,Debit,Myntra,2025-11-01 11:49:00,Chennai,Mobile,14,12091.81,Yes,0
TXN100646,CUST1446,2956.54,Credit,Swiggy,2025-08-05 15:15:00,Kochi,ATM,9,49054.35,No,0
TXN100647,CUST1500,5538.82,Debit,Walmart,2025-01-22 03:27:00,Delhi,Mobile,11,25869.93,No,0
TXN100648,CUST1453,129.69,Debit,Myntra,2025-03-30 22:06:00,London,Web,6,68740.61,No,0
TXN100649,CUST1204,396.32,Debit,Other,2025-12-25 16:14:00,Kolkata,Mobile,4,38222.91,No,0
TXN100650,CUST1400,1259.75,Credit,Apple,2025-05-11 21:30:00,Kochi,ATM,7,67697.93,No,0
TXN100651,CUST1218,4818.92,Debit,Myntra,2025-10-11 02:48:00,Kochi,Web,8,30826.96,No,0
TXN100652,CUST1474,474.47,Debit,Google,2025-12-17 06:49:00,Hyderabad,Web,5,21457.66,No,0
TXN100653,CUST1432,1374.0,Credit,Google,2025-06-15 13:24:00,Bengaluru,ATM,5,27982.58,Yes,0
TXN100654,CUST1341,368.57,Credit,Zomato,2025-12-25 17:55:00,Mumbai,Mobile,16,34105.91,No,0
TXN100655,CUST1039,1008.17,Debit,Flipkart,2025-04-26 05:37:00,Mumbai,Mobile,7,38725.42,No,0
TXN100656,CUST1100,1258.76,Debit,Other,2025-02-02 12:50:00,Bengaluru,ATM,7,49602.04,No,0
TXN100657,CUST1289,792.36,Credit,Local Store,2025-08-08 16:44:00,Dubai,Web,7,30103.18,Yes,0
TXN100658,CUST1254,5640.53,Debit,ATM,2025-06-18 23:06:00,Delhi,ATM,7,49500.47,No,0
TXN100659,CUST1222,3605.62,Debit,Uber,2025-03-07 03:28:00,London,ATM,8,157019.4,No,0
TXN100660,CUST1357,796.98,Debit,Google,2025-12-15 07:57:00,Kochi,Mobile,6,17275.04,No,0
TXN100661,CUST1023,844.93,Credit,Zomato,2025-06-09 00:21:00,Delhi,Mobile,9,63164.29,No,0
TXN100662,CUST1250,2433.61,Debit,Walmart,2025-12-29 15:40:00,London,Mobile,4,17843.78,No,0
TXN100663,CUST1010,1150.09,Credit,Uber,2025-02-06 20:32:00,Delhi,Web,6,14653.2,No,0
TXN100664,CUST1246,1110.58,Debit,Swiggy,2025-11-28 18:26:00,Dubai,Mobile,12,87261.86,No,0
TXN100665,CUST1325,551.68,Debit,Amazon,2025-01-17 04:04:00,Hyderabad,Web,9,15129.8,No,0
TXN100666,CUST1100,1995.81,Debit,Walmart,2025-02-27 21:29:00,Hyderabad,Mobile,4,29174.1,Yes,0
TXN100667,CUST1290,578.36,Debit,Swiggy,2025-07-07 14:23:00,Mumbai,Mobile,15,16315.01,No,0
TXN100668,CUST1180,578.18,Credit,Uber,2025-07-17 15:00:00,Delhi,Mobile,10,182338.23,No,1
TXN100669,CUST1223,1464.33,Credit,Walmart,2025-12-30 07:16:00,Delhi,Mobile,6,29108.07,No,0
TXN100670,CUST1394,1262.05,Debit,Zomato,2025-10-18 14:55:00,Mumbai,Web,10,13023.48,No,1
TXN100671,CUST1250,1134.33,Debit,Swiggy,2025-06-25 02:44:00,Hyderabad,Mobile,11,15505.38,No,0
TXN100672,CUST1147,178.61,Debit,Amazon,2025-07-20 05:45:00,Dubai,Mobile,14,145981.25,No,0
TXN100673,CUST1442,1391.33,Debit,Local Store,2025-04-15 17:07:00,Delhi,Mobile,5,25319.71,No,0
TXN100674,CUST1096,147.34,Debit,Zomato,2025-04-22 09:01:00,Mumbai,Web,7,27965.75,No,0
TXN100675,CUST1257,3048.2,Debit,Apple,2025-11-09 09:10:00,Kolkata,Web,5,90518.04,No,0
TXN100676,CUST1325,630.46,Debit,Amazon,2025-09-05 21:52:00,Pune,Mobile,6,77275.8,No,0
TXN100677,CUST1493,1285.58,Credit,Flipkart,2025-02-17 20:40:00,,Web,13,15386.72,No,0
TXN100678,CUST1004,613.41,Credit,Myntra,2025-12-18 03:39:00,Mumbai,Mobile,14,16373.11,No,0
TXN100679,CUST1016,1491.87,Debit,Other,2025-01-06 05:31:00,Chennai,Mobile,9,19639.9,No,0
TXN100680,CUST1280,328.64,Credit,Flipkart,2025-10-26 19:07:00,Mumbai,Web,6,23263.99,No,0
TXN100681,CUST1336,6981.54,Debit,ATM,2025-02-16 15:15:00,Mumbai,Mobile,10,55505.08,No,0
TXN100682,CUST1247,551.89,Debit,Google,2025-08-02 17:07:00,Dubai,Web,12,27856.38,No,0
TXN100683,CUST1258,2633.46,Debit,Local Store,2025-11-26 04:13:00,Mumbai,Mobile,13,23631.43,No,0
TXN100684,CUST1497,359.72,Debit,Apple,2025-04-03 00:23:00,London,ATM,5,29844.82,No,0
TXN100685,CUST1476,740.54,Debit,Apple,2025-09-11 18:46:00,Mumbai,Mobile,4,19457.64,No,0
TXN100686,CUST1384,518.01,Debit,Myntra,2025-01-14 15:55:00,London,Mobile,8,95501.3,No,0
TXN100687,CUST1160,603.54,Credit,Swiggy,2025-02-21 09:17:00,Chennai,ATM,11,17631.04,No,0
TXN100688,CUST1475,1674.21,Debit,Myntra,2025-04-13 20:07:00,Dubai,Mobile,9,30335.74,Yes,0
TXN100689,CUST1340,1750.07,Debit,Google,2025-12-05 01:19:00,Dubai,Mobile,9,47244.91,No,0
TXN100690,CUST1152,1648.5,Credit,Flipkart,2025-12-27 15:49:00,London,Mobile,12,49323.5,No,0
TXN100691,CUST1396,458.4,Debit,ATM,2025-04-08 20:25:00,Chennai,Web,7,22206.61,No,0
TXN100692,CUST1178,1248.42,Debit,Apple,2025-07-07 12:40:00,Bengaluru,Mobile,8,67666.29,No,0
TXN100693,CUST1163,470.39,Debit,Flipkart,2025-10-23 23:08:00,Kolkata,Mobile,8,148350.83,Yes,0
TXN100694,CUST1380,4752.11,Debit,Amazon,2025-08-05 13:57:00,Chennai,Web,4,114877.79,No,0
TXN100695,CUST1033,434.63,Debit,Local Store,2025-03-08 16:44:00,Chennai,Mobile,7,4628.77,No,0
TXN100696,CUST1417,684.02,Debit,Walmart,2025-07-05 18:11:00,,Web,7,27932.85,No,0
TXN100697,CUST1445,1162.19,Debit,Google,2025-12-06 15:06:00,Delhi,Mobile,13,18098.97,No,0
TXN100698,CUST1179,394.89,Credit,Other,2025-07-30 08:49:00,Delhi,Mobile,7,45120.57,No,0
TXN100699,CUST1427,2066.53,Debit,Walmart,2025-09-12 04:08:00,Chennai,Mobile,9,65452.89,No,0
TXN100700,CUST1101,3341.2,Debit,Google,2025-01-12 20:33:00,Bengaluru,Web,7,12557.41,No,0
TXN100701,CUST1268,453.41,Debit,Uber,2025-10-10 23:45:00,Mumbai,Mobile,10,57008.36,No,0
TXN100702,CUST1323,556.3,Debit,Local Store,2025-03-22 02:39:00,Delhi,Mobile,7,29147.75,No,0
TXN100703,CUST1065,3619.18,Debit,Amazon,2025-02-16 07:47:00,Chennai,Mobile,11,24420.99,Yes,0
TXN100704,CUST1417,1267.39,Credit,Local Store,2025-06-24 13:11:00,Mumbai,Mobile,5,44199.9,No,0
TXN100705,CUST1168,879.69,Debit,Swiggy,2025-11-23 20:30:00,Dubai,Mobile,10,26664.0,No,0
TXN100706,CUST1330,511.77,Debit,Google,2025-06-15 15:11:00,London,Mobile,10,69540.24,No,0
TXN100707,CUST1043,758.16,Debit,Other,2025-06-13 16:38:00,London,Web,6,22128.85,Yes,0
TXN100708,CUST1044,947.23,Debit,Walmart,2025-02-05 03:21:00,Dubai,Mobile,9,80825.03,No,0
TXN100709,CUST1285,2078.71,Debit,Google,2025-10-02 19:55:00,Mumbai,Mobile,10,29263.94,No,0
TXN100710,CUST1397,1093.64,Debit,Swiggy,2025-12-11 01:59:00,Kolkata,Mobile,10,4998.96,No,0
TXN100711,CUST1012,441.35,Credit,Google,2025-11-19 08:24:00,Mumbai,Mobile,5,16280.14,No,0
TXN100712,CUST1095,650.13,Debit,Local Store,2025-10-15 09:40:00,Kolkata,Mobile,13,27490.83,Yes,0
TXN100713,CUST1302,358.51,Debit,Zomato,2025-10-14 02:01:00,Hyderabad,ATM,6,39229.71,No,0
TXN100714,CUST1386,960.59,Debit,Google,2025-06-24 22:44:00,Delhi,Web,6,27611.88,No,0
TXN100715,CUST1253,10448.22,Debit,Uber,2025-12-30 11:14:00,Delhi,Web,6,17625.42,No,0
TXN100716,CUST1499,13056.52,Debit,Uber,2025-06-23 05:10:00,Chennai,Web,8,113063.79,No,0
TXN100717,CUST1242,1521.23,Credit,Apple,2025-10-25 00:57:00,Kochi,Mobile,7,85229.75,No,0
TXN100718,CUST1035,210.02,Debit,Uber,2025-03-27 06:28:00,Chennai,Mobile,10,12023.6,No,0
TXN100719,CUST1215,2768.55,Debit,Other,2025-07-14 18:26:00,Hyderabad,Web,8,15808.09,No,0
TXN100720,CUST1337,2137.22,Debit,Google,2025-11-10 03:30:00,Chennai,Mobile,8,37773.03,No,0
TXN100721,CUST1090,16107.56,Debit,ATM,2025-09-01 02:00:00,Hyderabad,Mobile,5,26522.96,No,0
TXN100722,CUST1264,1181.55,Debit,Google,2025-02-13 06:12:00,Chennai,Web,8,3817.27,No,0
TXN100723,CUST1093,716.84,Debit,Zomato,2025-07-31 19:55:00,Dubai,Web,9,17340.15,No,0
TXN100724,CUST1410,404.04,Debit,Uber,2025-09-02 22:00:00,Mumbai,Mobile,4,51523.34,No,0
TXN100725,CUST1458,2495.96,Debit,Flipkart,2025-07-06 10:08:00,Mumbai,Mobile,11,32341.52,No,0
TXN100726,CUST1090,908.81,Debit,Google,2025-04-22 08:52:00,Hyderabad,Web,10,14789.29,Yes,0
TXN100727,CUST1418,848.84,Debit,Other,2025-03-05 04:46:00,Kolkata,Web,12,19548.66,No,0
TXN100728,CUST1115,662.94,Debit,Amazon,2025-03-31 19:50:00,Pune,Web,4,25148.67,No,0
TXN100729,CUST1105,9897.89,Debit,Amazon,2025-05-24 09:27:00,Kolkata,ATM,12,202915.51,No,0
TXN100730,CUST1391,726.13,Debit,Walmart,2025-03-09 22:52:00,Pune,Mobile,11,30551.3,No,0
TXN100731,CUST1196,2209.34,Debit,Other,2025-12-08 17:32:00,Dubai,Mobile,11,17285.75,No,0
TXN100732,CUST1314,1741.04,Debit,Zomato,2025-04-07 05:53:00,Kochi,Mobile,9,114957.89,No,0
TXN100733,CUST1114,118.74,Debit,Swiggy,2025-07-14 20:58:00,Kolkata,Mobile,10,45924.8,No,0
TXN100734,CUST1493,10029.1,Debit,Flipkart,2025-05-04 11:52:00,Bengaluru,ATM,6,16252.4,No,0
TXN100735,CUST1075,171.95,Debit,Google,2025-08-02 00:53:00,Kolkata,ATM,6,30166.91,No,0
TXN100736,CUST1413,445.38,Debit,Local Store,2025-02-01 09:52:00,Delhi,Mobile,13,25753.14,Yes,0
TXN100737,CUST1376,659.86,Credit,Myntra,2025-08-31 03:28:00,Pune,Mobile,11,44867.17,No,0
TXN100738,CUST1420,531.0,Debit,Myntra,2025-11-16 17:05:00,Kochi,Mobile,9,11578.79,No,0
TXN100739,CUST1217,872.16,Debit,Swiggy,2025-08-06 05:33:00,Pune,Web,6,12164.86,No,0
TXN100740,CUST1277,506.73,Debit,Apple,2025-05-26 04:53:00,Kochi,Mobile,7,24517.04,No,0
TXN100741,CUST1249,4258.35,Debit,Local Store,2025-08-19 02:08:00,Chennai,Mobile,7,15365.08,No,0
TXN100742,CUST1164,1980.08,Debit,Myntra,2025-01-10 03:00:00,Chennai,Mobile,9,63761.72,No,0
TXN100743,CUST1394,589.5,Debit,Swiggy,2025-09-27 20:52:00,Bengaluru,Mobile,5,13748.25,No,0
TXN100744,CUST1357,475.02,Credit,Other,2025-12-30 10:55:00,Dubai,ATM,8,180880.54,No,0
TXN100745,CUST1457,623.33,Debit,Myntra,2025-03-19 13:12:00,Kochi,Mobile,11,26533.3,Yes,0
TXN100746,CUST1408,443.54,Debit,Zomato,2025-08-18 17:37:00,Kolkata,Mobile,7,32815.0,No,0
TXN100747,CUST1192,330.65,Debit,Other,2025-10-10 01:00:00,Pune,Mobile,8,38687.42,No,0
TXN100748,CUST1227,2794.52,Debit,Walmart,2025-02-18 02:46:00,Pune,Mobile,4,28150.53,No,0
TXN100749,CUST1177,742.37,Debit,Apple,2025-03-06 18:29:00,London,Web,10,72025.19,No,0
TXN100750,CUST1099,1627.99,Credit,Zomato,2025-06-29 14:35:00,Kochi,Mobile,8,33162.79,No,0
TXN100751,CUST1496,1170.32,Debit,Local Store,2025-02-21 10:31:00,Kolkata,Mobile,8,20109.35,No,0
TXN100752,CUST1036,4673.12,Credit,Swiggy,2025-11-09 21:02:00,Kolkata,Web,10,10681.19,No,0
TXN100753,CUST1466,2684.71,Credit,Flipkart,2025-06-03 12:55:00,Bengaluru,Mobile,9,39874.34,No,0
TXN100754,CUST1497,1574.56,Debit,Local Store,2025-12-23 11:17:00,Kolkata,Web,6,59029.57,No,0
TXN100755,CUST1487,N/A,Debit,Local Store,2025-01-22 06:51:00,Mumbai,Mobile,13,11492.79,Yes,0
TXN100756,CUST1096,541.78,Debit,Uber,2025-02-18 18:02:00,Chennai,Mobile,13,22340.4,No,0
TXN100757,CUST1152,908.94,Debit,Flipkart,2025-02-03 20:57:00,Kochi,Web,11,61344.52,No,0
TXN100758,CUST1151,2107.21,Debit,Amazon,2025-04-13 19:46:00,Delhi,Web,8,15701.08,No,0
TXN100759,CUST1190,2551.23,Debit,Uber,2025-05-13 10:26:00,London,Mobile,6,15594.23,No,0
TXN100760,CUST1224,455.45,Credit,Swiggy,2025-08-15 09:42:00,Hyderabad,Mobile,5,26537.53,No,0
TXN100761,CUST1037,1060.06,Debit,Amazon,2025-07-15 00:52:00,Mumbai,Mobile,5,79737.47,No,0
TXN100762,CUST1268,1121.26,Debit,Myntra,2025-10-22 13:09:00,Mumbai,Mobile,7,59215.57,No,0
TXN100763,CUST1369,11277.67,Debit,Other,2025-05-22 01:27:00,Chennai,Mobile,8,79782.04,No,0
TXN100764,CUST1183,2126.72,Debit,Myntra,2025-04-09 15:35:00,Mumbai,Web,7,14111.89,No,0
TXN100765,CUST1013,3231.63,Debit,Local Store,2025-12-31 15:09:00,Hyderabad,Mobile,9,18130.11,No,0
TXN100766,CUST1279,743.6,Debit,Uber,2025-03-21 13:46:00,Bengaluru,Mobile,7,26008.69,No,0
TXN100767,CUST1217,517.77,Debit,Google,2025-11-09 10:36:00,Hyderabad,Web,7,23626.43,No,0
TXN100768,CUST1355,717.84,Credit,Flipkart,2025-07-21 05:28:00,Bengaluru,Mobile,10,16604.09,No,0
TXN100769,CUST1361,1896.66,Credit,Other,2025-04-29 18:33:00,Pune,Web,5,42642.96,No,0
TXN100770,CUST1286,4794.42,Credit,Amazon,2025-12-23 04:00:00,Chennai,Mobile,8,8757.28,No,0
TXN100771,CUST1273,264.42,Debit,Flipkart,2025-07-22 06:22:00,Delhi,Mobile,9,33263.15,No,0
TXN100772,CUST1369,7949.79,Credit,Uber,2025-03-11 17:37:00,Pune,ATM,11,103403.85,No,0
TXN100773,CUST1062,2660.71,Debit,Local Store,2025-02-26 19:36:00,Mumbai,Mobile,9,31535.72,No,0
TXN100774,CUST1084,2984.07,Debit,Zomato,2025-07-11 11:09:00,Dubai,Mobile,8,15928.05,No,0
TXN100775,CUST1368,2791.05,Debit,Myntra,2025-05-01 20:23:00,Pune,Web,8,11380.76,No,0
TXN100776,CUST1217,730.57,Debit,Amazon,2025-11-05 07:05:00,Pune,ATM,5,38972.29,No,0
TXN100777,CUST1342,965.07,Debit,Amazon,2025-01-30 03:31:00,Bengaluru,ATM,6,109347.21,No,0
TXN100778,CUST1397,2165.61,Debit,Swiggy,2025-01-13 22:58:00,Pune,Mobile,10,34894.21,No,0
TXN100779,CUST1187,854.16,Debit,Amazon,2025-01-15 18:13:00,Kochi,Mobile,14,23123.37,No,0
TXN100780,CUST1019,1385.89,Credit,Other,2025-11-14 15:02:00,Hyderabad,ATM,7,16776.9,No,0
TXN100781,CUST1177,564.7,Debit,Uber,2025-05-05 17:55:00,Bengaluru,Mobile,8,9818.03,No,0
TXN100782,CUST1100,2375.17,Debit,ATM,2025-04-20 08:22:00,Mumbai,Mobile,9,36474.44,Yes,0
TXN100783,CUST1396,952.55,Debit,Amazon,2025-09-01 14:48:00,Pune,Web,5,8945.17,Yes,0
TXN100784,CUST1445,731.59,Debit,Amazon,2025-05-26 21:37:00,Mumbai,Mobile,16,59064.04,No,0
TXN100785,CUST1233,480.29,Credit,Flipkart,2025-12-28 10:58:00,Pune,Mobile,12,47587.05,No,0
TXN100786,CUST1403,563.94,Debit,ATM,2025-06-06 23:38:00,Chennai,Web,7,25284.93,No,0
TXN100787,CUST1076,292.85,Debit,Other,2025-05-06 03:51:00,Kochi,Mobile,13,48331.86,No,0
TXN100788,CUST1265,1674.27,Debit,Local Store,2025-03-27 06:15:00,Bengaluru,Mobile,6,33844.57,No,0
TXN100789,CUST1455,602.98,Credit,Walmart,2025-08-11 04:52:00,Bengaluru,Mobile,9,48009.01,No,0
TXN100790,CUST1284,1051.11,Debit,ATM,2025-07-01 17:56:00,Delhi,Web,6,58161.8,No,0
TXN100791,CUST1206,3696.53,Credit,Amazon,2025-10-06 02:15:00,Chennai,Mobile,3,24556.29,No,0
TXN100792,CUST1223,972.76,Debit,Google,2025-07-06 16:54:00,Chennai,Mobile,11,11245.62,No,0
TXN100793,CUST1384,936.64,Debit,Local Store,2025-10-15 22:00:00,Bengaluru,Web,5,161701.04,Yes,0
TXN100794,CUST1052,1042.41,Debit,Apple,2025-04-30 09:18:00,Delhi,ATM,6,25337.65,No,0
TXN100795,CUST1339,1469.47,Credit,Swiggy,2025-06-02 02:55:00,Dubai,Mobile,8,21568.76,No,0
TXN100796,CUST1367,686.97,Debit,ATM,2025-07-28 10:15:00,Kochi,Web,12,41480.99,No,0
TXN100797,CUST1144,2571.01,Debit,Flipkart,2025-10-05 21:47:00,Mumbai,Web,5,25720.28,No,0
TXN100798,CUST1373,1248.97,Debit,Swiggy,2025-10-21 07:15:00,Chennai,Web,6,11573.93,No,0
TXN100799,CUST1069,637.22,Debit,Zomato,2025-05-25 12:59:00,Delhi,Mobile,9,12162.62,No,0
TXN100800,CUST1099,778.19,Debit,Amazon,2025-02-25 17:37:00,Pune,ATM,12,15248.51,No,0
TXN100801,CUST1396,3439.16,Credit,ATM,2025-11-28 21:58:00,Hyderabad,Mobile,6,38871.1,No,0
TXN100802,CUST1025,568.26,Debit,Myntra,2025-01-05 12:50:00,Chennai,Mobile,8,17648.28,Yes,0
TXN100803,CUST1436,1669.02,Debit,Google,2025-07-09 18:20:00,Bengaluru,Mobile,6,59972.11,No,0
TXN100804,CUST1379,1768.63,Credit,Flipkart,2025-05-27 05:05:00,Pune,Web,7,26470.05,No,0
TXN100805,CUST1469,374.26,Debit,Swiggy,2025-09-16 01:36:00,Hyderabad,Mobile,4,28029.02,No,0
TXN100806,CUST1484,258.1,Debit,Amazon,2025-11-29 04:16:00,Kochi,Mobile,13,31100.66,No,0
TXN100807,CUST1053,794.0,Debit,Myntra,2025-07-13 21:35:00,Hyderabad,Web,6,13635.73,No,0
TXN100808,CUST1151,2454.07,Debit,Myntra,2025-01-14 22:34:00,Bengaluru,ATM,10,77374.41,No,0
TXN100809,CUST1144,251.96,Debit,Zomato,2025-01-28 17:01:00,Mumbai,Web,11,37522.28,No,0
TXN100810,CUST1057,458.3,Debit,Local Store,2025-07-09 19:49:00,Mumbai,Mobile,11,26112.77,No,0
TXN100811,CUST1039,2148.45,Debit,Google,2025-10-02 20:47:00,Chennai,Mobile,9,19992.4,No,0
TXN100812,CUST1109,376.68,Debit,Walmart,2025-08-27 01:49:00,Chennai,Web,8,19704.61,No,0
TXN100813,CUST1181,3050.07,Credit,Google,2025-09-16 17:58:00,Bengaluru,Mobile,6,12482.35,No,0
TXN100814,CUST1042,15536.24,Credit,Zomato,2025-09-13 07:11:00,Chennai,Web,8,10952.11,No,0
TXN100815,CUST1186,485.2,Credit,Uber,2025-04-19 11:42:00,Hyderabad,Mobile,6,10954.13,Yes,0
TXN100816,CUST1423,4781.83,Credit,Other,2025-01-23 02:52:00,London,ATM,6,65987.46,No,0
